nid,vid,title
989013,989625,"390 (<15): Unsolved monkey virus protein"
989014,989626,"390 (<150): Unsolved monkey virus protein"
989016,989628,"Freestyle Design 500"
989028,989640,"Freestyle Design: Variable Length"
989030,989642,"HIV protease"
989036,989648,"Freestyle Design 500"
989038,989650,"Freestyle Design 20"
989040,989652,"Freestyle Design: Variable Length"
989042,989654,"Freestyle Design: Variable Length"
989045,989657,"SEAL MYOGLOBIN"
989048,989660,"Beginner Alignment Puzzle"
989050,989662,"Beginner Alignment Puzzle"
989052,989664,"HIV protease"
989053,989665,"391: Design the Interface 6"
989054,989666,"391 (<15): Design the Interface 6"
989055,989667,"391 (<150): Design the Interface 6"
989057,989669,"Freestyle Design 20"
989059,989671,"GTPase Ras"
989064,989676,"Freestyle Design: Variable Length"
989066,989678,"Freestyle Design 20"
989069,989681,"Freestyle Design 80"
989073,989685,"Freestyle Design 40"
989077,989689,"Beginner Alignment Puzzle"
989080,989692,"CASP training puzzle"
989082,989694,"HIV protease"
989084,989696,"Beginner Alignment Puzzle"
989086,989698,"CASP training puzzle"
989088,989700,"CASP9 Target 611 residue protein"
989090,989702,"CASP9 target Design?"
989092,989704,"SEAL MYOGLOBIN"
989094,989706,"Contest Template Test"
989096,989708,"Beginner Alignment Puzzle"
989101,989713,"Freestyle Design: Variable Length"
989104,989716,"HIV protease"
989110,989722,"Freestyle Design 80"
989112,989724,"HIV protease"
989114,989726,"Freestyle Design: Variable Length"
989115,989727,"Freestyle Design 500"
989116,989728,"Contest Template Test"
989117,989729,"CASP training puzzle"
989119,989731,"Beginner Alignment Puzzle"
989125,989737,"Freestyle Design 500"
989127,989739,"Freestyle Design: Variable Length"
989135,989747,"HIV protease"
989137,989749,"Freestyle Design: Variable Length"
989140,989752,"Design the Interface 5 - Gallery "
989145,989757,"393: Design the Interface 7"
989146,989758,"393 (<15): Design the Interface 7"
989147,989759,"393 (<150): Design the Interface 7"
989148,989760,"392: Quest to the Native Puzzle 387"
989149,989761,"392 (<15): Quest to the Native Puzzle 387"
989150,989762,"392 (<150): Quest to the Native Puzzle 387"
989152,989764,"Beginner Puzzle: Viral Macrophage Inflammatory Protein"
989153,989765,"Beginner Puzzle (<15): Viral Macrophage Inflammatory Protein"
989154,989766,"Beginner Puzzle (<150): Viral Macrophage Inflammatory Protein"
989162,989774,"Freestyle Design: Variable Length"
989166,989778,"Freestyle Design: Variable Length"
989167,989779,"Contest Template Test"
989170,989782,"394: Design the Interface 4b"
989171,989783,"394 (<15): Design the Interface 4b"
989172,989784,"394 (<150): Design the Interface 4b"
989183,989795,"Beginner Alignment Puzzle"
989185,989797,"Beginner Alignment Puzzle"
989188,989800,"395: Improve the Loop"
989193,989805,"396: Return of the Foldit Challenge Puzzle"
989200,989812,"GTPase Ras"
989222,989834,"397: Quest to the Native Design"
989223,989835,"397 (<15): Quest to the Native Design"
989224,989836,"397 (<150): Quest to the Native Design"
989230,989842,ContactMapTest
989232,989844,"398: De-novo Freestyle 3"
989248,989860,"399: Design the Interface 6b"
989249,989861,"399 (<15): Design the Interface 6b"
989250,989862,"399 (<150): Design the Interface 6b"
989252,989864,"Freestyle Design: Variable Length"
989264,989876,"CASP training puzzle"
989265,989877,"Beginner Puzzle: Headpiece Domain of Chicken Villin"
989266,989878,"Beginner Puzzle (<15): Headpiece Domain of Chicken Villin"
989267,989879,"Beginner Puzzle (<150): Headpiece Domain of Chicken Villin"
989268,989880,"ContactMapTest Round 2"
989270,989882,"400: De-novo Freestyle 4"
989278,989890,"Freestyle Design 80"
989282,989894,"Freestyle Design: Variable Length"
989285,989897,"HIV protease"
989287,989899,"HIV protease"
989295,989907,"Freestyle Design: Variable Length"
989297,989909,"Freestyle Design 80"
989300,989912,"Freestyle Design: Variable Length"
989306,989918,"Freestyle Design 20"
989308,989920,"Freestyle Design 500"
989309,989921,"Freestyle Design: Variable Length"
989312,989924,"401: Quick Loop Puzzle"
989320,989932,"Freestyle Design 80"
989325,989937,"402: Design the Interface 8"
989326,989938,"402 (<15): Design the Interface 8"
989327,989939,"402 (<150): Design the Interface 8"
989329,989941,"Freestyle Design 500"
989337,989949,"GTPase Ras"
989339,989951,"CASP9 target Design?"
989345,989957,"403: Quest to the Native CASP9 Puzzle 23"
989346,989958,"403 (<15): Quest to the Native CASP9 Puzzle 23"
989347,989959,"403 (<150): Quest to the Native CASP9 Puzzle 23"
989351,989963,"HIV protease"
989353,989965,"HIV protease"
989357,989969,"Freestyle Design 20"
989359,989971,"GTPase Ras"
989361,989973,"HIV protease"
989362,989974,"404: De-novo Freestyle 4"
989365,989977,"Contest Template Test"
989378,989990,"Freestyle Design: Variable Length"
989381,989993,"Freestyle Design 500"
989383,989995,"405: CO2 Fixation Enzyme"
989396,990008,"BETA Exploration Puzzle"
989410,990022,"BETA Exploration Puzzle - Filter"
989411,990023,"BETA Exploration Puzzle - Normal"
989415,990027,"Freestyle Design 500"
989418,990030,"Beginner Puzzle: T-cell Lymphoma Invasion Protein"
989419,990031,"Beginner Puzzle (<15): T-cell Lymphoma Invasion Protein"
989420,990032,"Beginner Puzzle (<150): T-cell Lymphoma Invasion Protein"
989424,990036,"Freestyle Design: Variable Length"
989426,990038,"HIV protease"
989430,990042,"Freestyle Design 40"
989440,990052,"406: Freestyle Nitric Oxide Puzzle"
989441,990053,"406 (<150): Freestyle Nitric Oxide Puzzle"
989456,990068,"HIV protease"
989462,990074,"Freestyle Design 500"
989464,990076,"Freestyle Design 500"
989466,990078,"Freestyle Design: Variable Length"
989469,990081,"Freestyle Design 40"
989474,990086,"407: Alignment Nitric Oxide Puzzle"
989475,990087,"407 (<15): Alignment Nitric Oxide Puzzle"
989476,990088,"407 (<150): Alignment Nitric Oxide Puzzle"
989494,990106,"408: Exploration Puzzle 1 Round 1"
989505,990117,"409: Exploration Puzzle 1 Round 2"
989506,990118,"410: De-novo Freestyle 5"
989520,990132,"HIV protease"
989521,990133,"Beginner Alignment Puzzle"
989526,990138,"411: Five Templates Alignment Tool Puzzle "
989527,990139,"411 (<15): Five Templates Alignment Tool Puzzle "
989528,990140,"411 (<150): Five Templates Alignment Tool Puzzle "
989546,990158,"Freestyle Design 40"
989554,990166,"Freestyle Design 500"
989558,990170,"412: Electron Density Trace Puzzle"
989559,990171,"412 (<15): Electron Density Trace Puzzle"
989560,990172,"412 (<150): Electron Density Trace Puzzle"
989573,990185,"Freestyle Design 40"
989585,990197,"Beginner Puzzle: Anthrax Lethal Factor"
989586,990198,"Beginner Puzzle (<15): Anthrax Lethal Factor"
989587,990199,"Beginner Puzzle (<150): Anthrax Lethal Factor"
989592,990204,"Exploration Puzzle Version 2"
989602,990214,"413: De-novo Freestyle 6"
989626,990238,"414: New Style Exploration Puzzle Round 1"
989633,990245,"Freestyle Design: Variable Length"
989635,990247,"Freestyle Design 500"
989637,990249,"SEAL MYOGLOBIN"
989645,990257,"415: Mini Protein Puzzle 1"
989646,990258,"415 (<15): Mini Protein Puzzle 1"
989647,990259,"415 (<150): Mini Protein Puzzle 1"
989651,990263,"SEAL MYOGLOBIN"
989653,990265,"416: New Style Exploration Puzzle Round 2"
989659,990271,"HIV protease"
989661,990273,"Freestyle Design 500"
989664,990276,"417: Easy Alignment Puzzle"
989665,990277,"417 (<15): Easy Alignment Puzzle"
989666,990278,"417 (<150): Easy Alignment Puzzle"
989669,990281,"418:  Back Me Up 2"
989676,990288,"Beginner Alignment Puzzle"
989678,990290,"Freestyle Design 80"
989687,990299,"HIV protease"
989692,990304,"419: New Style Exploration Puzzle Round 3"
989700,990312,"420: Mini Protein Puzzle 2: Ebola Ligand"
989701,990313,"420 (<15): Mini Protein Puzzle 2: Ebola Ligand"
989702,990314,"420 (<150): Mini Protein Puzzle 2: Ebola Ligand"
989705,990317,"421: Multiple Alignment Puzzle"
989706,990318,"421 (<15): Multiple Alignment Puzzle"
989707,990319,"421 (<150): Multiple Alignment Puzzle"
989723,990335,"Freestyle Design 500"
989725,990337,"Contest Template Test"
989727,990339,"SEAL MYOGLOBIN"
989729,990341,"Freestyle Design: Variable Length"
989733,990345,"422: De-novo Freestyle 7"
989735,990347,"Beginner Puzzle: Klebsiella Pneumoniae"
989736,990348,"Beginner Puzzle (<15): Klebsiella Pneumoniae"
989737,990349,"Beginner Puzzle (<150): Klebsiella Pneumoniae"
989739,990351,"Freestyle Design 500"
989747,990359,"Freestyle Design 40"
989750,990362,"HIV protease"
989755,990367,"Freestyle Design: Variable Length"
989757,990369,"SEAL MYOGLOBIN"
989760,990372,"Beginner Alignment Puzzle"
989767,990379,"423: H2N2 Flu Design Puzzle 1 "
989772,990384,"Exploration Puzzle + Constraints"
989774,990386,"424: Exploration Puzzle 2 - Round 1"
989783,990395,"425: H2N2 Flu Design Puzzle 1 "
989785,990397,"HIV protease"
989790,990402,"Freestyle Design 40"
989797,990409,"TR568 contraint test"
989799,990411,"426: Exploration Puzzle 1 - Round 4"
989803,990415,"Freestyle Design: Variable Length"
989805,990417,"Contest Template Test"
989808,990420,"HIV protease"
989815,990427,"427: Easy Mini Freestyle Puzzle 1a"
989816,990428,"427 (<15): Easy Mini Freestyle Puzzle 1a"
989817,990429,"427 (<150): Easy Mini Freestyle Puzzle 1a"
989822,990434,"428: H2N2 Flu Design Puzzle 2"
989827,990439,"429: Heavily Constrained Puzzle"
989841,990453,"430: Easy Mini Freestyle Puzzle 1b "
989842,990454,"430 (<15): Easy Mini Freestyle Puzzle 1b "
989843,990455,"430 (<150): Easy Mini Freestyle Puzzle 1b "
989847,990459,"GTPase Ras"
989849,990461,"HIV protease"
989853,990465,"Contest Template Test"
989855,990467,"Contest Template Test"
989857,990469,"GTPase Ras"
989859,990471,"431: Multi-Start Nuclear Ribonucleoprotein  "
989860,990472,"431 (<15): Multi-Start Nuclear Ribonucleoprotein  "
989861,990473,"431 (<150): Multi-Start Nuclear Ribonucleoprotein  "
989864,990476,"Freestyle Design 80"
989867,990479,"Freestyle Design 20"
989868,990480,"432: De-novo Freestyle 8"
989873,990485,"Freestyle Design 40"
989878,990490,"433: Slightly Constrained Puzzle"
989879,990491,"433 (<15): Slightly Constrained Puzzle"
989880,990492,"433 (<150): Slightly Constrained Puzzle"
989885,990497,"Beginner Puzzle: E.coli Lrp Protein"
989886,990498,"Beginner Puzzle (<15): E.coli Lrp Protein"
989887,990499,"Beginner Puzzle (<150): E.coli Lrp Protein"
989894,990506,"BETA Electron Density "
989912,990524,"Freestyle Design 500"
989918,990530,"Beginner Alignment Puzzle"
989920,990532,"434: De-novo Freestyle 9"
989922,990534,"435: Slightly Constrained Exploration Puzzle"
989927,990539,"438: Redesign with constraints"
989952,990564,"436: CASP9 Refinement Puzzle 8A with constraints"
989953,990565,"436 (<15): CASP9 Refinement Puzzle 8A with constraints"
989954,990566,"436 (<150): CASP9 Refinement Puzzle 8A with constraints"
989955,990567,"440: CASP9 Refinement Puzzle 8B with constraints"
989956,990568,"440 (<15): CASP9 Refinement Puzzle 8B with constraints"
989957,990569,"440 (<150): CASP9 Refinement Puzzle 8B with constraints"
989963,990575,"CASP9 Target 611 residue protein"
989964,990576,"437: Multi-Start Server Models"
989965,990577,"437 (<15): Multi-Start Server Models"
989966,990578,"437 (<150): Multi-Start Server Models"
989972,990584,"GTPase Ras"
989974,990586,"Freestyle Design: Variable Length"
989985,990597,"GTPase Ras"
989993,990605,"Contest Template Test"
989994,990606,"438: Electron Density Puzzle 1"
990000,990612,"GTPase Ras"
990002,990614,"439: H2N2 Flu Design Puzzle 1b"
990010,990622,"HIV protease"
990012,990624,"Beginner Alignment Puzzle"
990020,990632,"Freestyle Design 80"
990022,990634,"Freestyle Design 80"
990025,990637,"Freestyle Design: Variable Length"
990034,990646,"Beginner Alignment Puzzle"
990041,990653,"HIV protease"
990046,990658,"441: De-novo Freestyle 10"
990049,990661,"Freestyle Design 40"
990050,990662,"Beginner Puzzle: Cold Shock Protein "
990051,990663,"Beginner Puzzle (<15): Cold Shock Protein "
990052,990664,"Beginner Puzzle (<150): Cold Shock Protein "
990058,990670,"Freestyle Design 20"
990067,990679,"HIV protease"
990071,990683,"Exploration R2 TEST"
990072,990684,"Exploration R2 TEST 2"
990082,990694,"443: Mini Arabidopsis Multi-Start Puzzle "
990083,990695,"443 (<15): Mini Arabidopsis Multi-Start Puzzle "
990084,990696,"443 (<150): Mini Arabidopsis Multi-Start Puzzle "
990086,990698,"442 replacement"
990087,990699,"442: Slightly Constrained Exploration Puzzle Round 2"
990088,990700,"442 blablbal"
990093,990705,"save sol test"
990096,990708,"restore sol test"
990101,990713,"Freestyle Design 80"
990103,990715,"Contest Template Test"
990117,990729,"Contest Template Test"
990121,990733,"Freestyle Design 40"
990123,990735,"Freestyle Design 40"
990125,990737,"Beginner Alignment Puzzle"
990126,990738,"444: De-novo Freestyle 11"
990132,990744,"Freestyle Design: Variable Length"
990135,990747,"445: CASP9 Refinement Puzzle 8 - Double Start with constraints"
990136,990748,"445 (<15): CASP9 Refinement Puzzle 8 - Double Start with constraints"
990137,990749,"445 (<150): CASP9 Refinement Puzzle 8 - Double Start with constraints"
990141,990753,"445b: CASP9 Refinement Puzzle 8 - Double Start with constraints"
990142,990754,"445b (<15): CASP9 Refinement Puzzle 8 - Double Start with constraints"
990143,990755,"445b (<150): CASP9 Refinement Puzzle 8 - Double Start with constraints"
990152,990764,"446: Quest to the Native vs Electron Density 1"
990153,990765,"446 (<15): Quest to the Native vs Electron Density 1"
990154,990766,"446 (<150): Quest to the Native vs Electron Density 1"
990164,990776,"Freestyle Design: Variable Length"
990177,990789,"Freestyle Design 80"
990179,990791,"Freestyle Design 40"
990181,990793,"Freestyle Design 20"
990185,990797,"447: De-novo Freestyle 12 "
990186,990798,"448: H2N2 Flu Design Puzzle 2b"
990197,990809,"Freestyle Design 40"
990199,990811,"Freestyle Design 40"
990204,990816,"HIV protease"
990211,990823,"GTPase Ras"
990213,990825,"Beginner Alignment Puzzle"
990215,990827,"Beginner Alignment Puzzle"
990223,990835,"CASP9 Target 611 residue protein"
990225,990837,"GTPase Ras"
990227,990839,"Freestyle Design 40"
990229,990841,"Beginner Alignment Puzzle"
990231,990843,"Freestyle Design 80"
990233,990845,"Freestyle Design 80"
990235,990847,"CASP9 Target 611 residue protein"
990243,990855,"Beginner Puzzle: Copper Ion Binding Protein"
990244,990856,"Beginner Puzzle (<15): Copper Ion Binding Protein"
990245,990857,"Beginner Puzzle (<150): Copper Ion Binding Protein"
990248,990860,"Freestyle Design: Variable Length"
990252,990864,"449: CASP9 Refinement Puzzle 8 - Constraints and Exploration"
990257,990869,"Freestyle Design: Variable Length"
990259,990871,"450: Huge Unsolved Leishmania Parasite Protein "
990263,990875,"HIV protease"
990265,990877,"GTPase Ras"
990273,990885,"451: Unconstrained Refinement Puzzle"
990274,990886,"451 (<15): Unconstrained Refinement Puzzle"
990275,990887,"451 (<150): Unconstrained Refinement Puzzle"
990281,990893,"452: De-novo Freestyle 13"
990289,990901,"453: CASP9 Refinement Puzzle 8 - Exporation Round 2"
990301,990913,"454: CASP9 Refinement Puzzle 8 - Exporation Round 3"
990303,990915,"455: Revisiting Puzzle 165"
990304,990916,"455 (<15): Revisiting Puzzle 165"
990305,990917,"455 (<150): Revisiting Puzzle 165"
990310,990922,"456: Electron Density Puzzle 2"
990323,990935,"GTPase Ras"
990328,990940,"457: Revisiting Puzzle 137"
990329,990941,"457 (<15): Revisiting Puzzle 137"
990330,990942,"457 (<150): Revisiting Puzzle 137"
990334,990946,"458: Electron Density Puzzle 3"
990340,990952,"459: Electron Density Puzzle 4"
990342,990954,"459: Multi-Start Pseudomonas aeruginosa Puzzle"
990343,990955,"459 (<15): Multi-Start Pseudomonas aeruginosa Puzzle"
990344,990956,"459 (<150): Multi-Start Pseudomonas aeruginosa Puzzle"
990346,990958,"TEST Electron Density Puzzle 3"
990353,990965,"New Player Welcome Puzzle "
990354,990966,"New Player (<15): Welcome Puzzle "
990355,990967,"New Player (<150): Welcome Puzzle "
990403,991015,"Freestyle Design 500"
990414,991026,"Freestyle Design 500"
990424,991036,"Freestyle Design 40"
990430,991042,"Freestyle Design: Variable Length"
990440,991052,"Freestyle Design 500"
990442,991054,"Freestyle Design: Variable Length"
990443,991055,"Contest Template Test"
990446,991058,"Freestyle Design 20"
990449,991061,"Freestyle Design: Variable Length"
990450,991062,"Freestyle Design 500"
990451,991063,"Freestyle Design: Variable Length"
990462,991074,"Freestyle Design 80"
990468,991080,"GTPase Ras"
990476,991088,"460: Quest to the SOLVED Monkey Virus Protein"
990477,991089,"460 (<15): Quest to the SOLVED Monkey Virus Protein"
990478,991090,"460 (<150): Quest to the SOLVED Monkey Virus Protein"
990486,991098,"Freestyle Design 500"
990488,991100,"Freestyle Design 500"
990499,991111,"GTPase Ras"
990501,991113,"GTPase Ras"
990503,991115,"GTPase Ras"
990508,991120,"HIV protease"
990541,991153,"Freestyle Design 500"
990544,991156,"Contest Template Test"
990552,991164,"BETA: Electron Density Scoring Fix Test"
990557,991169,"GTPase Ras"
990559,991171,"GTPase Ras"
990560,991172,"Beginner Alignment Puzzle"
990571,991183,"Freestyle Design 500"
990583,991195,"SEAL MYOGLOBIN"
990585,991197,"Contest Template Test"
990609,991221,"New Player Puzzle 2: Scorpion Toxin"
990610,991222,"New Player Puzzle 2 (<15): Scorpion Toxin"
990611,991223,"New Player Puzzle 2 (<150): Scorpion Toxin"
990616,991228,"HIV protease"
990621,991233,"Freestyle Design 40"
990622,991234,"Freestyle Design 500"
990627,991239,"458b: Electron Density Puzzle 3 Reposted"
990629,991241,"461: Advanced Freestyle Puzzle"
990631,991243,"Beginner Alignment Puzzle"
990656,991268,"Beginner Puzzle: Snow Flea Antifreeze Protein"
990657,991269,"Beginner Puzzle (<15): Snow Flea Antifreeze Protein"
990658,991270,"Beginner Puzzle (<150): Snow Flea Antifreeze Protein"
990688,991300,"ALPHA: Symmetry Trimer"
990689,991301,"462: Multi-Start Bacteroides Vulgatus Puzzle"
990690,991302,"462 (<15): Multi-Start Bacteroides Vulgatus Puzzle"
990691,991303,"462 (<150): Multi-Start Bacteroides Vulgatus Puzzle"
990711,991323,"463: Exploration Puzzle of 457"
990721,991333,"Freestyle Design 40"
990723,991335,"Freestyle Design 40"
990725,991337,"Freestyle Design 40"
990728,991340,"DEVPREV Symmetric Dimer Design"
990747,991359,"DEVPREV Symmetric Dimer of Dimers"
990748,991360,"464: Three Templates Alignment Puzzle"
990749,991361,"464 (<15): Three Templates Alignment Puzzle"
990750,991362,"464 (<150): Three Templates Alignment Puzzle"
990765,991377,"Freestyle Design: Variable Length"
990767,991379,"DEVPREV Symmetric Trimer"
990770,991382,"Freestyle Design: Variable Length"
990772,991384,"Beginner Alignment Puzzle"
990784,991396,"HIV protease"
990793,991405,"Freestyle Design: Variable Length"
990803,991415,"465: Exploration Puzzle of 457 Round 2"
990805,991417,"Freestyle Design 40"
990807,991419,"Freestyle Design: Variable Length"
990812,991424,"HIV protease"
990815,991427,"466: Flu Design Puzzle 3"
990819,991431,"Freestyle Design 80"
990826,991438,"HIV protease"
990828,991440,"GTPase Ras"
990829,991441,"467: Revisiting Puzzle 150"
990830,991442,"467 (<15): Revisiting Puzzle 150"
990831,991443,"467 (<150): Revisiting Puzzle 150"
990837,991449,"468: Exploration Puzzle of 457 Round 3"
990840,991452,"UCSF Refinement Challenge"
990841,991453,"UCSF Beginner Puzzle"
990852,991464,"Freestyle Design 500"
990857,991469,"HIV protease"
990858,991470,"469: De-novo Freestyle 14"
990860,991472,"ALPHA: Starting Score Test"
990862,991474,"UCSF Beginner Puzzle"
990865,991477,"UCSF Refinement Challenge"
990868,991480,"HIV protease"
990876,991488,"GTPase Ras"
990880,991492,"HIV protease"
990883,991495,"458c: Electron Density Puzzle 3 Reposted"
990887,991499,"470: Revisiting Puzzle 153"
990888,991500,"470 (<15): Revisiting Puzzle 153"
990889,991501,"470 (<150): Revisiting Puzzle 153"
990896,991508,"CASP training puzzle"
990899,991511,"HIV protease"
990901,991513,"Freestyle Design 80"
990911,991523,"471: Loop Remodel Design Puzzle 1"
990916,991528,"472: Electron Density Puzzle 4"
990918,991530,"UCSF DNA Challenge    "
990920,991532,"UCSF DNA Challenge    "
990937,991549,"HIV protease"
990939,991551,"Beginner Alignment Puzzle"
990949,991561,"Freestyle Design 40"
990952,991564,"474: Revisiting Puzzle 157"
990953,991565,"474 (<15): Revisiting Puzzle 157"
990954,991566,"474 (<150): Revisiting Puzzle 157"
990956,991568,"Freestyle Design: Variable Length"
990959,991571,"Freestyle Design 80"
990961,991573,"Freestyle Design: Variable Length"
990962,991574,"473: Electron Density Puzzle 5"
990972,991584,"GTPase Ras"
990977,991589,"Freestyle Design 500"
990978,991590,"475: U2 RNA auxiliary factor Freestyle"
990995,991607,"Freestyle Design 40"
990997,991609,"Freestyle Design 40"
991002,991614,"476: Unsolved Nanog Transcription Factor "
991008,991620,"477: Revisiting Puzzle 148"
991009,991621,"477 (<15): Revisiting Puzzle 148"
991010,991622,"477 (<150): Revisiting Puzzle 148"
991018,991630,"Freestyle Design 20"
991024,991636,"Contest Template Test"
991030,991642,"478: New Player Puzzle: Mycobacterium Tuberculosis Protein"
991031,991643,"478 (<15): New Player Puzzle: Mycobacterium Tuberculosis Protein"
991032,991644,"478 (<150): New Player Puzzle: Mycobacterium Tuberculosis Protein"
991057,991669,"479: Beginner Symmetry Puzzle"
991064,991676,"Freestyle Design: Variable Length"
991065,991677,"Freestyle Design 20"
991079,991691,"480: Puzzle 457 with constraints"
991080,991692,"480 (<15): Puzzle 457 with constraints"
991081,991693,"480 (<150): Puzzle 457 with constraints"
991083,991695,"GTPase Ras"
991096,991708,"481: Unsolved Nanog Transcription Factor 2"
991105,991717,"482: Advanced Alignment Puzzle "
991113,991725,"483: Revisiting Puzzle 147 "
991114,991726,"483 (<15): Revisiting Puzzle 147 "
991115,991727,"483 (<150): Revisiting Puzzle 147 "
991121,991733,"HIV protease"
991138,991750,"SEAL MYOGLOBIN"
991141,991753,"484: Quick Flu Design Puzzle 1"
991148,991760,"Freestyle Design: Variable Length"
991150,991762,"GTPase Ras"
991154,991766,"SEAL MYOGLOBIN"
991163,991775,"Beginner Alignment Puzzle"
991165,991777,"HIV protease"
991168,991780,"485: Quick Alignment Puzzle 482"
991169,991781,"479b: Beginner Symmetry Puzzle"
991176,991788,"486: Exploration Puzzle of 457 with Constraints"
991190,991802,"SEAL MYOGLOBIN"
991201,991813,"Freestyle Design: Variable Length"
991203,991815,"Freestyle Design: Variable Length"
991206,991818,"487: CASP ROLL Puzzle 1    "
991208,991820,"488: Experimental Exploration Puzzle 1"
991210,991822,"Crazy new exploration thingy 2"
991219,991831,"Freestyle Design 40"
991222,991834,"489: Quick Flu Design Puzzle 2"
991232,991844,"Contest Template Test"
991234,991846,"Contest Template Test"
991238,991850,"Contest Template Test"
991240,991852,"Beginner Alignment Puzzle"
991241,991853,"Alpha Foldon Test"
991245,991857,"490: Symmetric Foldon Puzzle 1"
991250,991862,"491: CASP ROLL Puzzle 2"
991257,991869,"492: New Player Puzzle: Pollen Allergen Protein"
991258,991870,"492 (<15): New Player Puzzle: Pollen Allergen Protein"
991259,991871,"492 (<150): New Player Puzzle: Pollen Allergen Protein"
991266,991878,"CASP9 Target 611 residue protein"
991275,991887,"Knotfind Test"
991277,991889,"Knotfind Test"
991278,991890,"493: Quick Flu Design Puzzle 3"
991283,991895,"Freestyle Design 80"
991289,991901,"GTPase Ras"
991298,991910,"494: Quick Fix the Loop Puzzle"
991310,991922,"495: CASP ROLL Puzzle 3"
991313,991925,"496: CASP ROLL Puzzle 1b"
991314,991926,"497: CASP ROLL Puzzle 2b"
991328,991940,"Freestyle Design 40"
991331,991943,"498: Electron Density Puzzle 6"
991333,991945,"Freestyle Design: Variable Length"
991335,991947,"Contest Template Test"
991336,991948,"Beginner Alignment Puzzle"
991338,991950,"Beginner Alignment Puzzle"
991341,991953,"Freestyle Design 20"
991343,991955,"GTPase Ras"
991345,991957,"GTPase Ras"
991347,991959,"Freestyle Design 80"
991349,991961,"CASP training puzzle"
991351,991963,"CASP9 Target 611 residue protein"
991353,991965,"HIV protease"
991356,991968,"Knotfind Test"
991358,991970,"Freestyle Design: Variable Length"
991363,991975,"Freestyle Design 80"
991367,991979,"Freestyle Design: Variable Length"
991368,991980,"Freestyle Design: Variable Length"
991383,991995,"499: CASP ROLL Puzzle 3 with Disulfides"
991384,991996,"499 (<15): CASP ROLL Puzzle 3 with Disulfides"
991385,991997,"499 (<150): CASP ROLL Puzzle 3 with Disulfides"
991400,992012,"Freestyle Design 80"
991402,992014,"Freestyle Design 500"
991405,992017,"Knotfind Test"
991408,992020,"HIV protease"
991410,992022,"Freestyle Design: Variable Length"
991415,992027,"Freestyle Design 80"
991425,992037,"500: Cutpoint Puzzle"
991432,992044,"Contest Template Test"
991451,992063,"GTPase Ras"
991463,992075,"501: Local Refinement Puzzle 1"
991466,992078,"Freestyle Design 40"
991468,992080,"Freestyle Design 500"
991470,992082,"Contest Template Test"
991471,992083,"Freestyle Design 40"
991475,992087,"Freestyle Design 500"
991477,992089,"Freestyle Design 500"
991478,992090,"Freestyle Design: Variable Length"
991480,992092,"Freestyle Design 80"
991484,992096,"WXCXW Dimer Test"
991486,992098,"Knotfind Test"
991493,992105,"Beginner Alignment Puzzle"
991498,992110,"GTPase Ras"
991501,992113,"HIV protease"
991504,992116,"Beginner Alignment Puzzle"
991506,992118,"Knotfind Test"
991508,992120,"Knotfind Test"
991510,992122,"Knotfind Test"
991515,992127,"Freestyle Design: Variable Length"
991522,992134,"BETA: Local Refinement Test"
991524,992136,"Beginner Alignment Puzzle"
991525,992137,"sp2_correction test"
991526,992138,"Beginner Puzzle: T-cell Lymphoma "
991527,992139,"Beginner Puzzle (<15): T-cell Lymphoma "
991528,992140,"Beginner Puzzle (<150): T-cell Lymphoma "
991530,992142,"502: Experimental Exploration Puzzle Round 2"
991537,992149,"Freestyle Design 500"
991538,992150,"503: CASP ROLL Puzzle 3c"
991549,992161,"alpha cutpoint alignment puzzle"
991553,992165,"SEAL MYOGLOBIN"
991555,992167,"SEAL MYOGLOBIN"
991572,992184,"HIV protease"
991574,992186,"HIV protease"
991577,992189,"504: Flu Design Puzzle 4: Unfrozen!"
991583,992195,"Knotfind Test"
991590,992202,"505: Top CASP ROLL Puzzle 2 Predictions"
991596,992208,"Freestyle Design 500"
991597,992209,"Freestyle Design 500"
991606,992218,"HIV protease"
991612,992224,"Freestyle Design 80"
991616,992228,"SEAL MYOGLOBIN"
991625,992237,"Freestyle Design 500"
991629,992241,"506: Revisiting Puzzle 146"
991630,992242,"506 (<15): Revisiting Puzzle 146"
991631,992243,"506 (<150): Revisiting Puzzle 146"
991634,992246,"Freestyle Design 40"
991644,992256,"507: RosettaServer CASP ROLL Puzzle 2 Predictions"
991647,992259,"HIV protease"
991649,992261,"GTPase Ras"
991651,992263,"CASP training puzzle"
991653,992265,"HIV protease"
991658,992270,"Freestyle Design 40"
991661,992273,"HIV protease"
991669,992281,"Freestyle Design 40"
991679,992291,"Freestyle Design 500"
991681,992293,"Freestyle Design: Variable Length"
991682,992294,"508: CASP ROLL Target R0005"
991691,992303,"Freestyle Design 20"
991693,992305,"Freestyle Design: Variable Length"
991695,992307,"509: Top CASP ROLL Puzzle 1 Predictions"
991697,992309,"Freestyle Design 80"
991702,992314,"Freestyle Design 80"
991704,992316,"Freestyle Design: Variable Length"
991705,992317,"Flu Contest "
991706,992318,"Moloney Murine Leukaemia Virus Matrix Protein "
991708,992320,"Moloney Murine Leukaemia Virus Matrix Protein "
991710,992322,"Flu Contest "
991712,992324,"Moloney Murine Leukaemia Virus Matrix Protein "
991714,992326,"Freestyle Design 80"
991734,992346,"Freestyle Design 40"
